trade_id,activation_rr,side,entry_time,entry_price,activation_time,activation_price,peak_price,exit_time,exit_price,exit_reason,pnl
41,1.0,long,2025-11-23T05:20:00+00:00,130.608,,133.0503696,130.608,2025-11-23T07:25:00+00:00,128.1656304,TSL,-17.8
42,1.0,short,2025-11-23T07:30:00+00:00,128.325,,125.9253225,128.325,2025-11-23T09:40:00+00:00,130.72467749999998,TSL,-17.8
43,1.0,long,2025-11-23T09:40:00+00:00,130.391,2025-11-23T15:55:00+00:00,132.8293117,133.38,2025-11-23T16:05:00+00:00,132.553044,TSL,14.831337355269367
44,1.0,long,2025-11-23T16:45:00+00:00,132.679,,135.1600973,132.679,2025-11-24T00:00:00+00:00,130.19790270000001,TSL,-17.8
45,1.0,short,2025-11-24T00:00:00+00:00,130.39,,127.95170699999998,130.39,2025-11-24T02:05:00+00:00,132.82829299999997,TSL,-17.8
46,1.0,long,2025-11-24T02:30:00+00:00,132.73,,135.212051,132.73,2025-11-24T07:15:00+00:00,130.24794899999998,TSL,-17.8
47,1.0,short,2025-11-24T07:15:00+00:00,130.811,,128.3648343,130.811,2025-11-24T16:25:00+00:00,133.2571657,TSL,-17.8
48,1.0,long,2025-11-24T21:25:00+00:00,138.427,,141.0155849,138.427,2025-11-25T08:50:00+00:00,135.8384151,TSL,-17.8
49,1.0,short,2025-11-25T09:05:00+00:00,135.374,,132.8425062,135.374,2025-11-25T17:35:00+00:00,137.9054938,TSL,-17.8
50,1.0,short,2025-11-25T19:10:00+00:00,135.368,,132.8366184,135.368,2025-11-25T20:30:00+00:00,137.8993816,TSL,-17.8
51,1.0,short,2025-11-25T22:20:00+00:00,137.137,,134.5725381,137.137,2025-11-25T23:10:00+00:00,139.7014619,TSL,-17.8
52,1.0,long,2025-11-25T23:55:00+00:00,138.904,,141.5015048,138.904,2025-11-26T09:30:00+00:00,136.3064952,TSL,-17.8
53,1.0,short,2025-11-26T09:30:00+00:00,136.245,,133.6972185,136.245,2025-11-26T17:30:00+00:00,138.79278150000002,TSL,-17.8
54,1.0,long,2025-11-26T18:05:00+00:00,141.311,2025-11-26T18:20:00+00:00,143.9535157,144.17,2025-11-26T18:20:00+00:00,143.27614599999998,TSL,12.285362391602638
55,1.0,short,2025-11-26T20:55:00+00:00,142.781,2025-11-28T01:10:00+00:00,140.1109953,139.695,2025-11-28T01:10:00+00:00,140.561109,TSL,13.847375624470008
56,1.0,short,2025-11-28T01:25:00+00:00,139.519,,136.9099947,139.519,2025-11-28T09:05:00+00:00,142.1280053,TSL,-17.8
57,1.0,short,2025-11-28T11:25:00+00:00,140.403,,137.7774639,140.403,2025-11-28T13:45:00+00:00,143.0285361,TSL,-17.8
58,1.0,long,2025-11-28T13:45:00+00:00,142.772,,145.4418364,142.772,2025-11-28T16:20:00+00:00,140.10216359999998,TSL,-17.8
59,1.0,short,2025-11-28T16:35:00+00:00,139.45,2025-11-28T17:15:00+00:00,136.84228499999998,136.8,2025-11-28T17:15:00+00:00,137.64816000000002,TSL,11.347306741725767
60,1.0,short,2025-11-28T17:15:00+00:00,137.152,,134.5872576,137.152,2025-11-30T13:30:00+00:00,139.7167424,TSL,-17.8
61,1.0,long,2025-11-30T14:25:00+00:00,138.756,,141.3507372,138.756,2025-11-30T23:25:00+00:00,136.1612628,TSL,-17.8
62,1.0,short,2025-11-30T23:35:00+00:00,135.115,2025-12-01T00:00:00+00:00,132.58834950000002,132.529,2025-12-01T00:00:00+00:00,133.3506798,TSL,11.477587644195443
63,1.0,short,2025-12-01T00:25:00+00:00,129.909,2025-12-01T00:55:00+00:00,127.47970169999999,127.434,2025-12-01T00:55:00+00:00,128.2240908,TSL,11.393826587702293
64,1.0,short,2025-12-01T00:55:00+00:00,127.477,2025-12-01T15:15:00+00:00,125.0931801,123.14,2025-12-01T15:30:00+00:00,123.903468,TSL,25.731716980800428
65,1.0,short,2025-12-01T15:40:00+00:00,123.294,,120.9884022,123.294,2025-12-01T15:50:00+00:00,125.5995978,TSL,-17.8
66,1.0,short,2025-12-01T16:00:00+00:00,124.724,,122.3916612,124.724,2025-12-01T22:50:00+00:00,127.0563388,TSL,-17.8
67,1.0,long,2025-12-02T01:10:00+00:00,127.444,2025-12-02T13:15:00+00:00,129.8272028,130.248,2025-12-02T13:15:00+00:00,129.4404624,TSL,13.959587291522153
68,1.0,short,2025-12-02T20:30:00+00:00,138.632,,136.0395816,138.632,2025-12-03T04:20:00+00:00,141.22441840000002,TSL,-17.8
69,1.0,long,2025-12-03T06:40:00+00:00,142.733,,145.4021071,142.733,2025-12-03T14:00:00+00:00,140.0638929,TSL,-17.8
70,1.0,short,2025-12-03T14:15:00+00:00,140.144,,137.5233072,140.144,2025-12-03T14:40:00+00:00,142.7646928,TSL,-17.8
71,1.0,long,2025-12-03T15:15:00+00:00,140.66,2025-12-03T21:55:00+00:00,143.290342,146.045,2025-12-03T21:55:00+00:00,145.139521,TSL,29.361857051288347
72,1.0,long,2025-12-04T00:00:00+00:00,144.619,,147.3233753,144.619,2025-12-04T13:45:00+00:00,141.9146247,TSL,-17.8
73,1.0,short,2025-12-04T13:55:00+00:00,142.177,2025-12-04T19:10:00+00:00,139.5182901,138.847,2025-12-04T19:10:00+00:00,139.7078514,TSL,15.579019914884201
74,1.0,short,2025-12-04T19:30:00+00:00,139.078,2025-12-05T09:30:00+00:00,136.4772414,136.081,2025-12-05T10:10:00+00:00,136.92470219999998,TSL,13.785636406239417
75,1.0,long,2025-12-05T10:35:00+00:00,137.681,,140.2556347,137.681,2025-12-05T14:35:00+00:00,135.10636530000002,TSL,-17.8
76,1.0,long,2025-12-05T16:05:00+00:00,133.65,,136.149255,133.65,2025-12-05T16:45:00+00:00,131.150745,TSL,-17.8
77,1.0,short,2025-12-05T17:00:00+00:00,132.159,2025-12-07T14:20:00+00:00,129.68762669999998,128.737,2025-12-07T14:20:00+00:00,129.5351694,TSL,17.946197962080408
78,1.0,short,2025-12-07T14:40:00+00:00,128.412,,126.0106956,128.412,2025-12-07T15:55:00+00:00,130.8133044,TSL,-17.8
79,1.0,long,2025-12-07T16:25:00+00:00,130.82,2025-12-07T17:20:00+00:00,133.266334,134.035,2025-12-07T17:20:00+00:00,133.203983,TSL,16.39445038984873
80,1.0,long,2025-12-07T20:40:00+00:00,135.983,,138.52588210000002,135.983,2025-12-07T21:45:00+00:00,133.4401179,TSL,-17.8
81,1.0,short,2025-12-07T21:50:00+00:00,132.947,2025-12-07T22:05:00+00:00,130.4608911,129.675,2025-12-07T22:05:00+00:00,130.47898500000002,TSL,16.71857994635698
82,1.0,short,2025-12-07T22:15:00+00:00,130.947,,128.4982911,130.947,2025-12-08T01:25:00+00:00,133.39570890000002,TSL,-17.8
83,1.0,long,2025-12-08T01:55:00+00:00,133.302,2025-12-08T06:45:00+00:00,135.7947474,135.935,2025-12-08T07:10:00+00:00,135.092203,TSL,11.83145865481612
84,1.0,long,2025-12-08T09:40:00+00:00,137.95,,140.529665,137.95,2025-12-08T15:25:00+00:00,135.37033499999998,TSL,-17.8
85,1.0,short,2025-12-08T19:30:00+00:00,134.407,2025-12-09T05:55:00+00:00,131.8935891,131.762,2025-12-09T06:50:00+00:00,132.5789244,TSL,11.994577201841604
86,1.0,long,2025-12-09T08:45:00+00:00,132.92,2025-12-09T15:40:00+00:00,135.40560399999998,136.449,2025-12-09T15:40:00+00:00,135.6030162,TSL,18.261843946179777
87,1.0,long,2025-12-09T18:05:00+00:00,142.226,,144.8856262,142.226,2025-12-09T20:55:00+00:00,139.5663738,TSL,-17.8
88,1.0,short,2025-12-09T20:55:00+00:00,140.061,2025-12-09T21:45:00+00:00,137.4418593,137.177,2025-12-09T21:45:00+00:00,138.0274974,TSL,12.868060306954996
89,1.0,short,2025-12-09T22:10:00+00:00,138.169,2025-12-10T15:35:00+00:00,135.58523970000002,135.551,2025-12-10T15:35:00+00:00,136.39141619999998,TSL,11.294230134273867
90,1.0,long,2025-12-10T19:00:00+00:00,137.246,2025-12-10T20:10:00+00:00,139.81250020000002,141.717,2025-12-10T20:10:00+00:00,140.8383546,TSL,23.962956667605127
91,1.0,long,2025-12-10T20:50:00+00:00,137.913,,140.49197310000002,137.913,2025-12-10T22:15:00+00:00,135.3340269,TSL,-17.8
92,1.0,short,2025-12-10T23:50:00+00:00,136.319,2025-12-11T00:40:00+00:00,133.7698347,133.703,2025-12-11T00:40:00+00:00,134.5319586,TSL,11.526462689571366
93,1.0,short,2025-12-11T00:55:00+00:00,133.787,2025-12-11T02:15:00+00:00,131.2851831,131.126,2025-12-11T02:15:00+00:00,131.9389812,TSL,12.196466511997771
94,1.0,short,2025-12-11T02:30:00+00:00,131.152,,128.6994576,131.152,2025-12-11T18:15:00+00:00,133.60454239999999,TSL,-17.8
95,1.0,long,2025-12-11T19:50:00+00:00,134.04,2025-12-11T20:55:00+00:00,136.546548,136.911,2025-12-11T20:55:00+00:00,136.0621518,TSL,13.408237161227424
96,1.0,long,2025-12-12T00:45:00+00:00,136.094,2025-12-12T05:45:00+00:00,138.6389578,138.697,2025-12-12T05:45:00+00:00,137.8370786,TSL,11.239607147906378
97,1.0,long,2025-12-12T05:45:00+00:00,138.197,,140.7812839,138.197,2025-12-12T15:25:00+00:00,135.6127161,TSL,-17.8
98,1.0,short,2025-12-12T17:00:00+00:00,132.347,2025-12-14T17:10:00+00:00,129.8721111,129.346,2025-12-14T17:10:00+00:00,130.1479452,TSL,14.86426273114726
99,1.0,short,2025-12-14T17:30:00+00:00,129.678,,127.2530214,129.678,2025-12-15T02:05:00+00:00,132.1029786,TSL,-17.8
100,1.0,long,2025-12-15T02:40:00+00:00,131.953,2025-12-15T14:15:00+00:00,134.4205211,135.383,2025-12-15T14:15:00+00:00,134.54362540000002,TSL,17.73616797846242
101,1.0,short,2025-12-15T16:05:00+00:00,127.246,2025-12-15T17:50:00+00:00,124.8664998,124.404,2025-12-15T17:50:00+00:00,125.17530479999999,TSL,14.538093234873516
102,1.0,short,2025-12-15T17:55:00+00:00,124.9,,122.56437000000001,124.9,2025-12-15T23:30:00+00:00,127.23563,TSL,-17.8
103,1.0,short,2025-12-16T08:05:00+00:00,126.012,,123.6555756,126.012,2025-12-16T10:45:00+00:00,128.3684244,TSL,-17.8
104,1.0,short,2025-12-16T14:10:00+00:00,127.579,,125.1932727,127.579,2025-12-16T15:55:00+00:00,129.9647273,TSL,-17.8
105,1.0,long,2025-12-16T16:35:00+00:00,128.099,2025-12-17T14:50:00+00:00,130.49445129999998,131.148,2025-12-17T14:50:00+00:00,130.3348824,TSL,15.662411721749434
106,1.0,long,2025-12-17T15:40:00+00:00,129.014,,131.4265618,129.014,2025-12-17T15:55:00+00:00,126.6014382,TSL,-17.8
107,1.0,short,2025-12-17T16:50:00+00:00,124.653,2025-12-17T18:40:00+00:00,122.32198890000001,122.052,2025-12-17T18:40:00+00:00,122.80872240000001,TSL,13.131347971702057
